"code","name","en","cityCode","provinceCode"
"130274","河北唐山海港经济开发区","Hebei Tangshan Harbor Economic Development Zone","1302","13"
"130281","遵化市","Zunhua City","1302","13"
"130283","迁安市","Qian'an","1302","13"
"130302","海港区","Seaport area","1303","13"
"130303","山海关区","Shanhaiguan area","1303","13"
"130304","北戴河区","Beidaihe District","1303","13"
"130306","抚宁区","Funing District","1303","13"
"130321","青龙满族自治县","Qinglong","1303","13"
"130322","昌黎县","Changli County","1303","13"
"130324","卢龙县","Lulong County","1303","13"
"130371","秦皇岛市经济技术开发区","Qinhuangdao economic and Technological Development Zone","1303","13"
"130372","北戴河新区","Beidaihe New District","1303","13"
"130402","邯山区","Hanshan District","1304","13"
"130403","丛台区","Congtai District","1304","13"
"130404","复兴区","Revival area","1304","13"
"130406","峰峰矿区","Fengfeng mining area","1304","13"
"130407","肥乡区","Feixiang District","1304","13"
"130408","永年区","Yongnian District","1304","13"
"130423","临漳县","Linzhang County","1304","13"
"130424","成安县","Cheng An county","1304","13"
"130425","大名县","Da Ming County","1304","13"
"130426","涉县","Shexian County","1304","13"
"130427","磁县","Cixian","1304","13"
"130430","邱县","Qiuxian","1304","13"
"130431","鸡泽县","Jize County","1304","13"
"130432","广平县","Guang Ping County","1304","13"
"130433","馆陶县","Guantao County","1304","13"
"130434","魏县","Weixian","1304","13"
"130435","曲周县","Quzhou County","1304","13"
"130471","邯郸经济技术开发区","Handan economic and Technological Development Zone","1304","13"
"130473","邯郸冀南新区","Handan New South District","1304","13"
"130481","武安市","Wuan City","1304","13"
"130502","桥东区","Qiaodong District","1305","13"
"130503","桥西区","Qiaoxi District","1305","13"
"130521","邢台县","Xingtai County","1305","13"
"130522","临城县","Lincheng County","1305","13"
"130523","内丘县","Inner hill county","1305","13"
"130524","柏乡县","Baixiang County","1305","13"
"130525","隆尧县","Longyao County","1305","13"
"130526","任县","Renxian County","1305","13"
"130527","南和县","Nanhe County","1305","13"
"130528","宁晋县","Ningjin County","1305","13"
"130529","巨鹿县","Julu County","1305","13"
"130530","新河县","New River County","1305","13"
"130531","广宗县","Guangzong County","1305","13"
"130532","平乡县","Pingxiang County","1305","13"
"130533","威县","Weixian County","1305","13"
"130534","清河县","Qinghe County","1305","13"
"130535","临西县","Linxi County","1305","13"
"130571","河北邢台经济开发区","Hebei Xingtai Economic Development Zone","1305","13"
"130581","南宫市","nangong","1305","13"
"130582","沙河市","shahe","1305","13"
"130602","竞秀区","Competition show area","1306","13"
"130606","莲池区","Lotus pond area","1306","13"
"130607","满城区","Manchu District","1306","13"
"130608","清苑区","Qingyuan District","1306","13"
"130609","徐水区","Xushui District","1306","13"
"130623","涞水县","Laishui County","1306","13"
"130624","阜平县","Fuping County","1306","13"
"130626","定兴县","Dingxing County","1306","13"
"130627","唐县","Tangxian County","1306","13"
"130628","高阳县","Gaoyang County","1306","13"
"130629","容城县","Rongcheng County","1306","13"
"130630","涞源县","Laiyuan County","1306","13"
"130631","望都县","Wangdu County","1306","13"
"130632","安新县","Anxin County","1306","13"
"130633","易县","Yixian County","1306","13"
"130634","曲阳县","Quyang County","1306","13"
"130635","蠡县","Lixian County","1306","13"
"130636","顺平县","Shunping","1306","13"
"130637","博野县","Bo Ye County","1306","13"
"130638","雄县","Xiongxian","1306","13"
"130671","保定高新技术产业开发区","Baoding high tech Industrial Development Zone","1306","13"
"130672","保定白沟新城","Baigou new town, Baoding","1306","13"
"130681","涿州市","Zhuozhou","1306","13"
"130682","定州市","Dingzhou","1306","13"
"130683","安国市","Anguo","1306","13"
"130684","高碑店市","Gaobeidian City","1306","13"
"130702","桥东区","Qiaodong District","1307","13"
"130703","桥西区","Qiaoxi District","1307","13"
"130705","宣化区","Xuanhua District","1307","13"
"130706","下花园区","Lower garden area","1307","13"
"130708","万全区","Wanquan","1307","13"
"130709","崇礼区","Chongli District","1307","13"
"130722","张北县","Zhangbei County","1307","13"
"130723","康保县","Kangbao County","1307","13"
"130724","沽源县","Guyuan County","1307","13"
"130725","尚义县","Shangyi County","1307","13"
"130726","蔚县","Weixian County","1307","13"
"130727","阳原县","Yangyuan County","1307","13"
"130728","怀安县","Huai'an County","1307","13"
"130730","怀来县","Huailai County","1307","13"
"130731","涿鹿县","Zhuolu County","1307","13"
"130732","赤城县","Chicheng County","1307","13"
"130771","张家口市高新技术产业开发区","Zhangjiakou hi tech Industrial Development Zone","1307","13"
"130772","张家口市察北管理区","Zhangjiakou North Management Area","1307","13"
"130773","张家口市塞北管理区","Zhangjiakou Sai Bei management area","1307","13"
"130802","双桥区","Shuangqiao District","1308","13"
"130803","双滦区","shuangluan district","1308","13"
"130804","鹰手营子矿区","Yingshouyingzi Mining District","1308","13"
"130821","承德县","Chengde County","1308","13"
"130822","兴隆县","Xing Long County","1308","13"
"130824","滦平县","Luanping County","1308","13"
"130825","隆化县","Longhua County","1308","13"
"130826","丰宁满族自治县","Fengning Manchu Autonomous County","1308","13"
"130827","宽城满族自治县","kuancheng","1308","13"
"130828","围场满族蒙古族自治县","Weichang Manchu and Mongolian Autonomous County","1308","13"
"130871","承德高新技术产业开发区","Chengde high tech Industrial Development Zone","1308","13"
"130881","平泉市","Pingquan City","1308","13"
"130902","新华区","Xinhua District","1309","13"
"130903","运河区","Canal area","1309","13"
"130921","沧县","Cangxian","1309","13"
"130922","青县","Qingxian County","1309","13"
"130923","东光县","Dongguang County","1309","13"
"130924","海兴县","Haixing County","1309","13"
"130925","盐山县","Yanshan County","1309","13"
"130926","肃宁县","Suning County","1309","13"
"130927","南皮县","Nanpi County","1309","13"
"130928","吴桥县","Wuqiao County","1309","13"
"130929","献县","Xianxian County","1309","13"
"130930","孟村回族自治县","Mengcun Hui Autonomous County","1309","13"
"130971","河北沧州经济开发区","Hebei Cangzhou Economic Development Zone","1309","13"
"130972","沧州高新技术产业开发区","Cangzhou high tech Industrial Development Zone","1309","13"
"130973","沧州渤海新区","Bohai New District, Cangzhou","1309","13"
"130981","泊头市","Botou","1309","13"
"130982","任丘市","Renqiu","1309","13"
"130983","黄骅市","Huanghua City","1309","13"
"130984","河间市","Hejian","1309","13"
"131002","安次区","Anci District","1310","13"
"131003","广阳区","Guangyang District","1310","13"
"131022","固安县","Guan County","1310","13"
"131023","永清县","Yongqing County","1310","13"
"131024","香河县","Xianghe County","1310","13"
"131025","大城县","Dacheng County","1310","13"
"131026","文安县","Wen'an County","1310","13"
"131028","大厂回族自治县","Dachang Hui Autonomous County","1310","13"
"131071","廊坊经济技术开发区","Langfang economic and Technological Development Zone","1310","13"
"131081","霸州市","bazhou city","1310","13"
"131082","三河市","Sanhe","1310","13"
"131102","桃城区","Taocheng district","1311","13"
"131103","冀州区","Jizhou District","1311","13"
"131121","枣强县","Zaoqiang County","1311","13"
"131122","武邑县","Wuyi County","1311","13"
"131123","武强县","Wuqiang County","1311","13"
"131124","饶阳县","Raoyang County","1311","13"
"131125","安平县","Anping County","1311","13"
"131126","故城县","Gucheng County","1311","13"
"131127","景县","Jingxian County","1311","13"
"131128","阜城县","Fucheng County","1311","13"
"131171","河北衡水经济开发区","Hebei Hengshui Economic Development Zone","1311","13"
"131172","衡水滨湖新区","Binhu New District, Hengshui","1311","13"
"131182","深州市","Shenzhou","1311","13"
"140105","小店区","Xiaodian District","1401","14"
"140106","迎泽区","Yingze District","1401","14"
"140107","杏花岭区","Xinghualing District","1401","14"
"140108","尖草坪区","Jiancaoping District","1401","14"
"140109","万柏林区","Wanbailin District","1401","14"
"140110","晋源区","jinyuan district","1401","14"
"140121","清徐县","Qingxu County","1401","14"
"140122","阳曲县","Yangqu County","1401","14"
"140123","娄烦县","Loufan County","1401","14"
"140171","山西转型综合改革示范区","Shanxi transformation comprehensive reform demonstration area","1401","14"
"140181","古交市","gujiao city","1401","14"
"140202","城区","City Proper","1402","14"
"140203","矿区","mining area","1402","14"
"140211","南郊区","Nanjiao District","1402","14"
"140212","新荣区","Xinrong District","1402","14"
"140221","阳高县","Yanggao County","1402","14"
"140222","天镇县","Tian Zhen County","1402","14"
"140223","广灵县","Guangling County","1402","14"
"140224","灵丘县","Lingqiu County","1402","14"
"140225","浑源县","Hunyuan County","1402","14"
"140226","左云县","Zuoyun County","1402","14"
"140227","大同县","Datong County","1402","14"
"140271","山西大同经济开发区","Datong Economic Development Zone, Shanxi","1402","14"
"140302","城区","City Proper","1403","14"
"140303","矿区","mining area","1403","14"
"140311","郊区","Suburb","1403","14"
"140321","平定县","Ping Ding County","1403","14"
"140322","盂县","Yuxian","1403","14"
"140371","山西阳泉经济开发区","Shanxi Yangquan Economic Development Zone","1403","14"
"140402","城区","City Proper","1404","14"
"140411","郊区","Suburb","1404","14"
"140421","长治县","Changzhi County","1404","14"
"140423","襄垣县","Xiangyuan County","1404","14"
"140424","屯留县","Tunliu County","1404","14"
"140425","平顺县","Ping Shun county","1404","14"
"140426","黎城县","Li Cheng County","1404","14"
"140427","壶关县","Huguan County","1404","14"
"140428","长子县","Chang Zi County","1404","14"
"140429","武乡县","Wuxiang County","1404","14"
"140430","沁县","Qinxian","1404","14"
"140431","沁源县","Qinyuan County","1404","14"
"140471","山西长治高新技术产业园区","Shanxi Changzhi high tech Industrial Park","1404","14"
"140481","潞城市","lucheng","1404","14"
"140502","城区","City Proper","1405","14"
"140521","沁水县","Qinshui County","1405","14"
"140522","阳城县","Yangcheng County","1405","14"
"140524","陵川县","Lingchuan County","1405","14"
"140525","泽州县","Zezhou County","1405","14"
"140581","高平市","gaoping","1405","14"
"140602","朔城区","Shuocheng District","1406","14"
"140603","平鲁区","Pinglu District","1406","14"
"140621","山阴县","Shanyin County","1406","14"
"140622","应县","Yingxian County","1406","14"
"140623","右玉县","Youyu County","1406","14"
"140624","怀仁县","Huairen County","1406","14"
"140671","山西朔州经济开发区","Shanxi Shuozhou Economic Development Zone","1406","14"
"140702","榆次区","Yuci District","1407","14"
"140721","榆社县","Yushe County","1407","14"
"140722","左权县","Zuo Quan county","1407","14"
"140723","和顺县","Hun Shun county","1407","14"
"140724","昔阳县","Xiyang County","1407","14"
"140725","寿阳县","Shouyang County","1407","14"
"140726","太谷县","Taigu County","1407","14"
"140727","祁县","Qi County","1407","14"
"140728","平遥县","Pingyao County","1407","14"
"140729","灵石县","Lingshi County","1407","14"
"140781","介休市","jiexiu city","1407","14"
"140802","盐湖区","Saline Lake District","1408","14"
"140821","临猗县","Linyi County","1408","14"
"140822","万荣县","Wanrong County","1408","14"
"140823","闻喜县","Wenxi County","1408","14"
"140824","稷山县","Jishan County","1408","14"
"140825","新绛县","Xinjiang county","1408","14"
"140826","绛县","Jiang County","1408","14"
"140827","垣曲县","Yuanqu County","1408","14"
"140828","夏县","Xia County","1408","14"
"140829","平陆县","Pinglu County","1408","14"
"140830","芮城县","Ruicheng County","1408","14"
"140881","永济市","Yongji","1408","14"
"140882","河津市","Hejin","1408","14"
"140902","忻府区","Xinfu District","1409","14"
"140921","定襄县","Dingxiang County","1409","14"
"140922","五台县","Five counties","1409","14"
"140923","代县","Dai County","1409","14"
"140924","繁峙县","Fanshi County","1409","14"
"140925","宁武县","Ningwu County","1409","14"
"140926","静乐县","Jingle County","1409","14"
"140927","神池县","Shen Chi County","1409","14"
"140928","五寨县","Wuzhai County","1409","14"
"140929","岢岚县","Cochran County","1409","14"
"140930","河曲县","Hequ County","1409","14"
"140931","保德县","Baode County","1409","14"
"140932","偏关县","Guan Guan County","1409","14"
"140971","五台山风景名胜区","Mount Wutai Scenic Area","1409","14"
"140981","原平市","Yuanping","1409","14"
"141002","尧都区","Yaodu District","1410","14"
"141021","曲沃县","Quwo County","1410","14"
"141022","翼城县","Yicheng County","1410","14"
"141023","襄汾县","Xiangfen County","1410","14"
"141024","洪洞县","Hongdong County","1410","14"
"141025","古县","Ancient county","1410","14"
"141026","安泽县","Anze County","1410","14"
"141027","浮山县","Fushan County","1410","14"
"141028","吉县","Jixian","1410","14"
"141029","乡宁县","Xiangning County","1410","14"
"141030","大宁县","Daning County","1410","14"
"141031","隰县","Xi county","1410","14"
"141032","永和县","Yonghe County","1410","14"
"141033","蒲县","Pu County","1410","14"
"141034","汾西县","Fenxi County","1410","14"
"141081","侯马市","Houma City","1410","14"
"141082","霍州市","Huozhou City","1410","14"
"141102","离石区","Lishi District","1411","14"
"141121","文水县","Wenshui County","1411","14"
"141122","交城县","Jiaocheng County","1411","14"
"141123","兴县","Xing County","1411","14"
"141124","临县","Linxian County","1411","14"
"141125","柳林县","Liulin County","1411","14"
"141126","石楼县","Shi Lou County","1411","14"
"141127","岚县","Lan county","1411","14"
"141128","方山县","Fangshan County","1411","14"
"141129","中阳县","Zhongyang County","1411","14"
"141130","交口县","Jiao Kou County","1411","14"
"141181","孝义市","Xiaoyi","1411","14"
"141182","汾阳市","Fenyang","1411","14"
"150102","新城区","New urban area","1501","15"
"150103","回民区","huimin district","1501","15"
"150104","玉泉区","Yuquan District","1501","15"
"150105","赛罕区","Saihan District","1501","15"
"150121","土默特左旗","Tumat Left Banner","1501","15"
"150122","托克托县","Togtoh County","1501","15"
"150123","和林格尔县","Helingeer County","1501","15"
"150124","清水河县","Qingshui River County","1501","15"
"150125","武川县","Wuchuan County","1501","15"
"150171","呼和浩特金海工业园区","Hohhot Jinhai Industrial Park","1501","15"
"150172","呼和浩特经济技术开发区","Hohhot economic and Technological Development Zone","1501","15"
"150202","东河区","Donghe District","1502","15"
"150203","昆都仑区","Kun Du Lun District","1502","15"
"150204","青山区","Qingshan District","1502","15"
"150205","石拐区","shiguai district","1502","15"
"150206","白云鄂博矿区","Bayan Obo","1502","15"
"150207","九原区","Jiuyuan","1502","15"
"150221","土默特右旗","Tumart Right Banner","1502","15"
"150222","固阳县","Guyang County","1502","15"
"150223","达尔罕茂明安联合旗","United banner of darling Han Ming An","1502","15"
"150271","包头稀土高新技术产业开发区","Baotou rare earth high tech Industrial Development Zone","1502","15"
"150302","海勃湾区","Haibowan District","1503","15"
"150303","海南区","Hainan District","1503","15"
"150304","乌达区","Wuda District","1503","15"
"150402","红山区","Hongshan mountain","1504","15"
"150403","元宝山区","yuanbaoshan","1504","15"
"150404","松山区","songshan district","1504","15"
"150421","阿鲁科尔沁旗","Al Horqin banner","1504","15"
"150422","巴林左旗","Bahrain left flag","1504","15"
"150423","巴林右旗","Right flag of Bahrain","1504","15"
"150424","林西县","Linxi County","1504","15"
"150425","克什克腾旗","Hexigten Banner","1504","15"
"150426","翁牛特旗","Wing bull","1504","15"
"150428","喀喇沁旗","Kala - Qin flag","1504","15"
"150429","宁城县","Ningcheng County","1504","15"
"150430","敖汉旗","Aohan banner","1504","15"
"150502","科尔沁区","horqin district","1505","15"
"150521","科尔沁左翼中旗","Horqin Left Wing central banner","1505","15"
"150522","科尔沁左翼后旗","Horqin Left Wing banner","1505","15"
"150523","开鲁县","Kailu County","1505","15"
"150524","库伦旗","Kulun flag","1505","15"
"150525","奈曼旗","Naiman Banner","1505","15"
"150526","扎鲁特旗","The flag of Al","1505","15"
"150571","通辽经济技术开发区","Tongliao economic and Technological Development Zone","1505","15"
"150581","霍林郭勒市","Huolingol Shi","1505","15"
"150602","东胜区","Dongsheng District","1506","15"
"150603","康巴什区","Kangbashi District","1506","15"
"150621","达拉特旗","Dalate flag","1506","15"
"150622","准格尔旗","Zhungeer Qi","1506","15"
"150623","鄂托克前旗","Etuokeqianqi","1506","15"
"150624","鄂托克旗","The east of China","1506","15"
"150625","杭锦旗","Hang Jin Qi","1506","15"
"150626","乌审旗","Wu Wei banner","1506","15"
"150627","伊金霍洛旗","Yijinhuoluo","1506","15"
"150702","海拉尔区","hailar district","1507","15"
"150703","扎赉诺尔区","Al.","1507","15"
"150721","阿荣旗","Arong Qi","1507","15"
"150722","莫力达瓦达斡尔族自治旗","Mori Dawa Daur Autonomous Banner","1507","15"
"150723","鄂伦春自治旗","Oroqen Autonomous Banner","1507","15"
"150724","鄂温克族自治旗","Evenki Autonomous Banner","1507","15"
"150725","陈巴尔虎旗","Chen Ba Hu Qi","1507","15"
"150726","新巴尔虎左旗","New bartiger Left Banner","1507","15"
"150727","新巴尔虎右旗","New Ba Hu Right Banner","1507","15"
"150781","满洲里市","Manchuria City","1507","15"
"150782","牙克石市","yakeshi","1507","15"
"150783","扎兰屯市","Zhalantun","1507","15"
"150784","额尔古纳市","Ergun City","1507","15"
"150785","根河市","Genhe","1507","15"
"150802","临河区","linhe district","1508","15"
"150821","五原县","Wuyuan County","1508","15"
"150822","磴口县","Dengkou County","1508","15"
"150823","乌拉特前旗","The former banner of Wu La te","1508","15"
"150824","乌拉特中旗","Urat central banner","1508","15"
"150825","乌拉特后旗","Behind the flag of the latter","1508","15"
"150826","杭锦后旗","Hangjinhouqi","1508","15"
"150902","集宁区","Jining District","1509","15"
"150921","卓资县","Zhuozi County","1509","15"
"150922","化德县","Hude County","1509","15"
"150923","商都县","Shangdu County","1509","15"
"150924","兴和县","Xinghe County","1509","15"
"150925","凉城县","Liangcheng County","1509","15"
"150926","察哈尔右翼前旗","Chahar Right Banner","1509","15"
"150927","察哈尔右翼中旗","Chahar right wing central banner","1509","15"
"150928","察哈尔右翼后旗","Chahar right rear banner","1509","15"
"150929","四子王旗","Siziwangqi","1509","15"
"150981","丰镇市","Fengzhen","1509","15"
"152201","乌兰浩特市","Ulanhot City","1522","15"
"152202","阿尔山市","Arxan","1522","15"
"152221","科尔沁右翼前旗","Horqin Right Front Banner","1522","15"
"152222","科尔沁右翼中旗","Horqin Right Wing central banner","1522","15"
"152223","扎赉特旗","Al","1522","15"
"152224","突泉县","Dun Quan county","1522","15"
"152501","二连浩特市","Erenhot City","1525","15"
"152502","锡林浩特市","xilinhot","1525","15"
"152522","阿巴嘎旗","Al Ba GA","1525","15"
"152523","苏尼特左旗","Sunny Left Banner","1525","15"
"152524","苏尼特右旗","Sunny Right Banner","1525","15"
"152525","东乌珠穆沁旗","Eastern Mu Zhu Qin banner","1525","15"
"152526","西乌珠穆沁旗","West Mu Mo Qin banner","1525","15"
"152527","太仆寺旗","Taipusiqi","1525","15"
"152528","镶黄旗","Yellow flag","1525","15"
"152529","正镶白旗","A white flag","1525","15"
"152530","正蓝旗","The blue flag","1525","15"
"152531","多伦县","Duolun County","1525","15"
"152571","乌拉盖管委会","Urapay Administrative Committee","1525","15"
"152921","阿拉善左旗","Left banner of Alashan","1529","15"
"152922","阿拉善右旗","Right Banner of Alashan","1529","15"
"152923","额济纳旗","Ejinaqi","1529","15"
"152971","内蒙古阿拉善经济开发区","Inner Mongolia Alashan Economic Development Zone","1529","15"
"210102","和平区","Zone of peace","2101","21"
"210103","沈河区","Shenhe District","2101","21"
"210104","大东区","Big East","2101","21"
"210105","皇姑区","Huanggu District","2101","21"
"210106","铁西区","Tiexi District","2101","21"
"210111","苏家屯区","sujiatun district","2101","21"
"210112","浑南区","Hunnan District","2101","21"
"210113","沈北新区","Shenbei New Area","2101","21"
"210114","于洪区","Yuhong District","2101","21"
"210115","辽中区","Liaozhong District","2101","21"
"210123","康平县","Kangping County","2101","21"
"210124","法库县","Faku County","2101","21"
"210181","新民市","Xinmin City","2101","21"
"210202","中山区","Zhongshan District","2102","21"
"210203","西岗区","xigang district","2102","21"
"210204","沙河口区","shahekou district","2102","21"
"210211","甘井子区","ganjingzi district","2102","21"
"210212","旅顺口区","Lushun mouth area","2102","21"
"210213","金州区","Jinzhou District","2102","21"
"210214","普兰店区","Pulandian District","2102","21"
"210224","长海县","Changhai County","2102","21"
"210281","瓦房店市","Wafangdian City City","2102","21"
"210283","庄河市","Zhuanghe City","2102","21"
"210302","铁东区","Tiedong District","2103","21"
"210303","铁西区","Tiexi District","2103","21"
"210304","立山区","Lishan District","2103","21"
"210311","千山区","Qianshan District","2103","21"
"210321","台安县","Taan County","2103","21"
"210323","岫岩满族自治县","Xiuyan","2103","21"
"210381","海城市","haicheng","2103","21"
"210402","新抚区","Xinfu District","2104","21"
"210403","东洲区","dongzhou district","2104","21"
"210404","望花区","Wanghua District","2104","21"
"210411","顺城区","Shun City","2104","21"
"210421","抚顺县","Fushun County","2104","21"
"210422","新宾满族自治县","Xinbin Manchu Autonomous County","2104","21"
"210423","清原满族自治县","Qingyuan Manchu Autonomous County","2104","21"
"210502","平山区","Pingshan District","2105","21"
"210503","溪湖区","xihu district","2105","21"
"210504","明山区","Mingshan District","2105","21"
"210505","南芬区","Nanfen District","2105","21"
"210521","本溪满族自治县","Benxi Manchu Autonomous County","2105","21"
"210522","桓仁满族自治县","Huanren Manchu Autonomous County","2105","21"
"210602","元宝区","Yuanbao District","2106","21"
"210603","振兴区","Zhenxing District","2106","21"
"210604","振安区","Zhen an area","2106","21"
"210624","宽甸满族自治县","Kuandian Manchu Autonomous County","2106","21"
"210681","东港市","donggang","2106","21"
"210682","凤城市","Fengcheng City","2106","21"
"210702","古塔区","Guta District","2107","21"
"210703","凌河区","Linghe","2107","21"
"210711","太和区","Taihe District","2107","21"
"210726","黑山县","Heishan County","2107","21"
"210727","义县","Yixian","2107","21"
"210781","凌海市","Linghai City","2107","21"
"210782","北镇市","Beizhen","2107","21"
"210802","站前区","Zhanqian District","2108","21"
"210803","西市区","West City","2108","21"
"210804","鲅鱼圈区","Bayuquan District","2108","21"
"210811","老边区","Laobian District","2108","21"
"210881","盖州市","Gaizhou City","2108","21"
"210882","大石桥市","dashiqiao","2108","21"
"210902","海州区","haizhou district","2109","21"
"210903","新邱区","Xinqiu District","2109","21"
"210904","太平区","Taiping District","2109","21"
"210905","清河门区","Qinghemen District","2109","21"
"210911","细河区","Xihe District","2109","21"
"210921","阜新蒙古族自治县","Fuxin Mongolian Autonomous County","2109","21"
"210922","彰武县","Zhangwu County","2109","21"
"211002","白塔区","Baita District","2110","21"
"211003","文圣区","Wensheng District","2110","21"
"211004","宏伟区","Hongwei District","2110","21"
"211005","弓长岭区","Gongchangling District","2110","21"
"211011","太子河区","Taizihe District","2110","21"
"211021","辽阳县","Liaoyang County","2110","21"
"211081","灯塔市","Dengta","2110","21"
"211102","双台子区","Shuangtaizi District","2111","21"
"211103","兴隆台区","Xinglongtai District","2111","21"
"211104","大洼区","Dawa District","2111","21"
"211122","盘山县","Panshan County","2111","21"
"211202","银州区","Yinzhou District","2112","21"
"211204","清河区","Qinghe District","2112","21"
"211221","铁岭县","Tieling County","2112","21"
"211223","西丰县","Xifeng County","2112","21"
"211224","昌图县","Changtu County","2112","21"
"211281","调兵山市","Diaobingshan","2112","21"
"211282","开原市","Kaiyuan","2112","21"
"211302","双塔区","Shuangta District","2113","21"
"211303","龙城区","Longcheng District","2113","21"
"211321","朝阳县","Chaoyang County","2113","21"
"211322","建平县","Jianping County","2113","21"
"211324","喀喇沁左翼蒙古族自治县","Kalqin left wing Mongolian Autonomous County","2113","21"
"211381","北票市","Beipiao City","2113","21"
"211382","凌源市","Lingyuan","2113","21"
"211402","连山区","Lianshan mountains","2114","21"
"211403","龙港区","Longgang District","2114","21"
"211404","南票区","Nanpiao District","2114","21"
"211421","绥中县","Suizhong County","2114","21"
"211422","建昌县","Jianchang County","2114","21"
"211481","兴城市","Xingcheng City","2114","21"
"220102","南关区","Nanguan District","2201","22"
"220103","宽城区","Wide urban area","2201","22"
"220104","朝阳区","Chaoyang District","2201","22"
"220105","二道区","Two district","2201","22"
"220106","绿园区","Luyuan District","2201","22"
"220112","双阳区","Shuangyang District","2201","22"
"220113","九台区","Nine districts","2201","22"
"220122","农安县","Nongan County","2201","22"
"220171","长春经济技术开发区","Changchun economic and Technological Development Zone","2201","22"
"220172","长春净月高新技术产业开发区","Changchun Jing Yue high tech Industrial Development Zone","2201","22"
"220173","长春高新技术产业开发区","Changchun high tech Industrial Development Zone","2201","22"
"220174","长春汽车经济技术开发区","Changchun automotive economic and Technological Development Zone","2201","22"
"220182","榆树市","Yushu","2201","22"
"220183","德惠市","Dehui","2201","22"
"220202","昌邑区","Changyi District","2202","22"
"220203","龙潭区","Longtan District","2202","22"
"220204","船营区","Chuanying District","2202","22"
"220211","丰满区","Fengman District","2202","22"
"220221","永吉县","Yongji County","2202","22"
"220271","吉林经济开发区","Jilin Economic Development Zone","2202","22"
"220272","吉林高新技术产业开发区","Jilin high tech Industrial Development Zone","2202","22"
"220273","吉林中国新加坡食品区","Jilin China Singapore food area","2202","22"
"220281","蛟河市","Jiaohe City","2202","22"
"220282","桦甸市","huadian city","2202","22"
"220283","舒兰市","shulan city","2202","22"
"220284","磐石市","Panshi","2202","22"
"220302","铁西区","Tiexi District","2203","22"
"220303","铁东区","Tiedong District","2203","22"
